soc10 Occupation Name,F & O Probability,soc10,isco08,Class Level,ISCO Occupation Name,Sector ISIC,ID
"Molders, Shapers, and Casters, Except Metal and Plastic",0.9,519195,7516,7,Tobacco Preparers and Tobacco Products Makers,C,7C
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.37,519051,7521,7,Wood Treaters,C,7C
Adhesive Bonding Machine Operators and Tenders,0.95,519191,7521,7,Wood Treaters,C,7C
Cabinetmakers and Bench Carpenters,0.92,517011,7522,7,Cabinet-makers and Related Workers,C,7C
Furniture Finishers,0.87,517021,7522,7,Cabinet-makers and Related Workers,C,7C
"Model Makers, Wood",0.96,517031,7522,7,Cabinet-makers and Related Workers,C,7C
"Patternmakers, Wood",0.91,517032,7522,7,Cabinet-makers and Related Workers,R,7R
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.97,517042,7523,7,Woodworking Machine Tool Setters and Operators,C,7C
"Tailors, Dressmakers, and Custom Sewers",0.84,516052,7531,7,"Tailors, Dressmakers, Furriers, Hatters ",R,7R
"Textile Cutting Machine Setters, Operators, and Tenders",0.95,516062,7532,7,Garment and Related Patternmakers and Cutters,C,7C
Fabric and Apparel Patternmakers,0.0049,516092,7532,7,Garment and Related Patternmakers and Cutters,C,7C
"Cutters and Trimmers, Hand",0.64,519031,7532,7,Garment and Related Patternmakers and Cutters,C,7C
"Fabric Menders, Except Garment",0.96,499093,7533,7,"Sewing, Embroidery and Related Workers",S,7S
Shoe and Leather Workers and Repairers,0.52,516041,7533,7,"Sewing, Embroidery and Related Workers",S,7S
"Sewers, Hand",0.99,516051,7533,7,"Sewing, Embroidery and Related Workers",M,7M
Upholsters,0.39,516093,7534,7,Upholsterers and Related Workers,C,7C
"Graders and Sorters, Agricultural Products",0.41,452041,7535,7,"Pelt Dressers, Tanners, Fellmongers",A,7A
-,-,516099,7535,7,"Pelt Dressers, Tanners, Fellmongers",-,7-
Shoe and Leather Workers and Repairers,0.52,516041,7536,7,Shoemakers and Related Workers,F,7F
Commercial Drivers,0.18,499092,7541,7,Underwater Divers,R,7R
"Explosives Workers, Ordnance Handling Experts, and Blasters",0.48,475031,7542,7,Shotfirers and Blasters,B,7B
"Inspectors, Testers, Sorters, Samplers, and Weighers",0.98,519061,7543,7,Product Graders and Testers (excluding Foods and Beverages),O,7O
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.57,371012,7544,7,Fumigators and Other Pest and Weed Controllers,N,7N
Pest Control Workers,0.66,372021,7544,7,Fumigators and Other Pest and Weed Controllers,S,7S
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.97,373012,7544,7,Fumigators and Other Pest and Weed Controllers,S,7S
Floral Designers,0.047,271023,7549,7,Craft and Related Workers Not Elsewhere Classified,M,7M
Ophthalmic Laboratory Technicians,0.97,519083,7549,7,Craft and Related Workers Not Elsewhere Classified,Q,7Q
"Earth Drillers, Except Oil and Gas",0.85,475021,8111,8,Miners and Quarriers,B,8B
Continuous Mining Machine Operators,0.54,475041,8111,8,Miners and Quarriers,B,8B
Mine Cutting and Channelling Machine Operators,0.59,475042,8111,8,Miners and Quarriers,B,8B
-,-,475049,8111,8,Miners and Quarriers,-,8-
"Rock Splitters, Quarry",0.96,475051,8111,8,Miners and Quarriers,B,8B
"Roof Bolters, Mining",0.49,475061,8111,8,Miners and Quarriers,B,8B
Excavating and Loading Machine and Dragline Operators,0.94,537032,8111,8,Miners and Quarriers,B,8B
"Loading Machine Operators, Underground Mining",0.5,537033,8111,8,Miners and Quarriers,B,8B
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.97,519021,8112,8,Mineral and Stone Processing Plant Operators,B,8B
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.81,519192,8112,8,Mineral and Stone Processing Plant Operators,B,8B
"Derrick Operators, Oil and Gas",0.8,475011,8113,8,Well Drillers and Borers and Related Workers,B,8B
"Rotary Drill Operators, Oil and Gas",0.53,475012,8113,8,Well Drillers and Borers and Related Workers,B,8B
"Service Unit Operators, Oil, Gas, and Mining",0.93,475013,8113,8,Well Drillers and Borers and Related Workers,B,8B
"Earth Drillers, Except Oil and Gas",0.85,475021,8113,8,Well Drillers and Borers and Related Workers,B,8B
"Roustabouts, Oil and Gas",0.68,475071,8113,8,Well Drillers and Borers and Related Workers,B,8B
Wellhead Pumpers,0.84,537073,8113,8,Well Drillers and Borers and Related Workers,E,8E
"Plant and System Operators, All Other",0.86,518099,8114,8,Plant Real Estate,L,8L
"Plant and System Operators, All Other",0.86,518099,8114,8,Plant Security,O,8O
"Plant and System Operators, All Other",0.86,518099,8114,8,Plant Administration,N,8N
"Plant and System Operators, All Other",0.86,518099,8114,8,Plant Finance,K,8K
"Plant and System Operators, All Other",0.86,518099,8114,8,"Cement, Stone and Other Mineral Products Machine Operators",M,8M
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.97,519021,8114,8,"Cement, Stone and Other Mineral Products Machine Operators",C,8C
"Mixing and Blending Machine Setters, Operators, and Tenders",0.83,519023,8114,8,"Cement, Stone and Other Mineral Products Machine Operators",C,8C
"Cutting and Slicing Machine Setters, Operators, and Tenders",0.86,519032,8114,8,"Cement, Stone and Other Mineral Products Machine Operators",C,8C
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.91,514021,8121,8,Metal Processing Plant Operators,C,8C
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.83,514023,8121,8,Metal Processing Plant Operators,C,8C
Metal-Refining Furnace Operators and Tenders,0.88,514051,8121,8,Metal Processing Plant Operators,C,8C
"Pourers and Casters, Metal",0.87,514052,8121,8,Metal Processing Plant Operators,F,8F
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.91,514191,8121,8,Metal Processing Plant Operators,C,8C
"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",0.92,514193,8122,8,"Metal Finishing, Plating and Coating Machine Operators",C,8C
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.91,519121,8122,8,"Metal Finishing, Plating and Coating Machine Operators",C,8C
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.81,519192,8122,8,"Metal Finishing, Plating and Coating Machine Operators",C,8C
Chemical Equipment Operators and Tenders,0.76,519011,8131,8,Chemical Products Plant and Machine Operators,C,8C
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.88,519012,8131,8,Chemical Products Plant and Machine Operators,C,8C
"Molders, Shapers, and Casters, Except Metal and Plastic",0.9,519195,8131,8,Chemical Products Plant and Machine Operators,C,8C
Photographic Process Workers and Processing Machine Operators,0.99,519151,8132,8,Photographic Products Machine Operators,C,8C
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.97,519021,8141,8,Rubber Products Machine Operators,C,8C
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.93,519041,8141,8,Rubber Products Machine Operators,C,8C
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.37,519051,8141,8,Rubber Products Machine Operators,C,8C
"Molders, Shapers, and Casters, Except Metal and Plastic",0.9,519195,8141,8,Rubber Products Machine Operators,C,8C
Tire Builders,0.94,519197,8141,8,Rubber Products Machine Operators,C,8C
Fiberglass Laminators and Fabricators,0.93,512091,8142,8,Plastic Products Machine Operators,C,8C
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.91,514021,8142,8,Plastic Products Machine Operators,C,8C
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.93,514022,8142,8,Plastic Products Machine Operators,C,8C
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.83,514023,8142,8,Plastic Products Machine Operators,C,8C
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.78,514031,8142,8,Plastic Products Machine Operators,C,8C
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.94,514032,8142,8,Plastic Products Machine Operators,C,8C
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.95,514033,8142,8,Plastic Products Machine Operators,C,8C
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.84,514034,8142,8,Plastic Products Machine Operators,C,8C
"Milling and Planning Machine Setters, Operators, and Tenders, Metal and Plastic",0.98,514035,8142,8,Plastic Products Machine Operators,C,8C
"Molding, Core making, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.95,514072,8142,8,Plastic Products Machine Operators,C,8C
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.91,514191,8142,8,Plastic Products Machine Operators,C,8C
"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",0.92,514193,8142,8,Plastic Products Machine Operators,C,8C
-,-,514199,8142,8,Plastic Products Machine Operators,-,8-
Adhesive Bonding Machine Operators and Tenders,0.95,519191,8143,8,Paper Products Machine Operators,C,8C
"Paper Goods Machine Setters, Operators, and Tenders",0.67,519196,8143,8,Paper Products Machine Operators,C,8C
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.96,516064,8151,8,"Fibre Preparing, Spinning and Winding Machine Operators",C,8C
"Textile Knitting and Weaving Machine Setters, Operators, and Tender",0.73,516063,8152,8,Weaving and Knitting Machine Operators,C,8C
"Sewing Machine Operators, label 1",0.89,516031,8153,8,Sewing Machine Operators,C,8C
Textile Bleaching and Dyeing Machine Operators and Tenders,0.97,516061,8154,8,"Bleaching, Dyeing and Fabric Cleaning Machine Operators",C,8C
-,-,516099,8155,8,Fur and Leather Preparing Machine Operators,-,8-
Shoe Machine Operators and Tender,0.97,516042,8156,8,Shoemaking and Related Machine Operators,C,8C
Laundry and Dry-Cleaning Workers,0.71,516011,8157,8,Laundry Machine Operators,S,8S
-,-,516099,8159,8,"Textile, Fur and Leather Products Machine Not Elsewhere Classified",-,8-
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.91,513091,8160,8,Food and Related Products Machine Operators,C,8C
Food Batch makers,0.7,513092,8160,8,Food and Related Products Machine Operators,I,8I
Food Batch makers,0.7,513092,8160,8,Food and Related Products Machine Operators,C,8C
Food Cooking Machine Operators and Tenders,0.61,513093,8160,8,Food and Related Products Machine Operators,-,8-
-,-,513099,8160,8,Food and Related Products Machine Operators,C,8C
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.93,519041,8160,8,Food and Related Products Machine Operators,C,8C
Cooling and Freezing Equipment Operators and Tenders,0.93,519193,8160,8,Food and Related Products Machine Operators,C,8C
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.81,519192,8171,8,Pulp and Papermaking Plant Operators,C,8C
"Paper Goods Machine Setters, Operators, and Tenders",0.67,519196,8171,8,Pulp and Papermaking Plant Operators,C,8C
"Sawing Machine Setters, Operators, and Tenders, Wood",0.86,517041,8172,8,Wood Processing Plant Operators,C,8C
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibbers",0.88,516091,8181,8,Glass and Ceramics Plant Operators,C,8C
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.97,519021,8181,8,Glass and Ceramics Plant Operators,C,8C
"Mixing and Blending Machine Setters, Operators, and Tenders",0.83,519023,8181,8,Glass and Ceramics Plant Operators,C,8C
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.93,519041,8181,8,Glass and Ceramics Plant Operators,C,8C
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.37,519051,8181,8,Glass and Ceramics Plant Operators,C,8C
"Molders, Shapers, and Casters, Except Metal and Plastic",0.9,519195,8181,8,Glass and Ceramics Plant Operators,C,8C
Stationary Engineers and Boiler Operators,0.89,518021,8182,8,Steam Engine and Boiler Operators,C,8C
Packaging and Filling Machine Operators and Tenders,0.98,519111,8183,8,"Packing, Bottling, and Labelling Machine Operators",G,8G
Semiconductor Processors,0.88,519141,8189,8,Stationary Plant and Machine Operators Not Elsewhere Classified,C,8C
Adhesive Bonding Machine Operators and Tenders,0.95,519191,8189,8,Stationary Plant and Machine Operators Not Elsewhere Classified,C,8C
Cooling and Freezing Equipment Operators and Tenders,0.93,519193,8189,8,Stationary Plant and Machine Operators Not Elsewhere Classified,C,8C
Conveyor Operators and Tenders,0.93,537011,8189,8,Stationary Plant and Machine Operators Not Elsewhere Classified,C,8C
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.79,512011,8211,8,Mechanical Machinery Assemblers,C,8C
Engine and Other Machine Assembler,0.82,512031,8211,8,Mechanical Machinery Assemblers,C,8C
"Coil Winders, Tapers, and Finishers",0.73,512021,8212,8,Electrical and Electronic Equipment Assemblers,C,8C
"Electrical and Electronic Equipment Assemblers, label 0",0.95,512022,8212,8,Electrical and Electronic Equipment Assemblers,D,8D
"Electrical and Electronic Equipment Assemblers, label 1",0.95,512022,8212,8,Electrical and Electronic Equipment Assemblers,C,8C
Electromechanical Equipment Assemblers,0.97,512023,8212,8,Electrical and Electronic Equipment Assemblers,C,8C
Timing Device Assemblers and Adjusters,0.98,512093,8212,8,Electrical and Electronic Equipment Assemblers,C,8C
Etchers and Engravers,0.98,519194,8212,8,Electrical and Electronic Equipment Assemblers,M,8M
Team Assemblers,0.97,512092,8219,8,Assemblers Not Elsewhere Classified,C,8C
-,-,512099,8219,8,Assemblers Not Elsewhere Classified,-,8-
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,8311,8,Machine Education,P,8P
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,8311,8,Locomotive Engine Drivers,H,8H
Locomotive Engineers,0.96,534011,8311,8,Locomotive Engine Drivers,C,8C
Locomotive Firers,0.93,534012,8311,8,Locomotive Engine Drivers,H,8H
"Rail Yard Engineers, Dinkey Operators, and Hostlers",0.91,534013,8311,8,Locomotive Engine Drivers,H,8H
Subway and Streetcar Operators,0.86,534041,8311,8,Locomotive Engine Drivers,H,8H
Mine and Shuttle Car Operators,0.37,537111,8311,8,Locomotive Engine Drivers,H,8H
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,8312,8,"Railway Brake, Signal and Switch Operator",H,8H
"Railroad Brake, Signal, and Switch Operators",0.83,534021,8312,8,"Railway Brake, Signal and Switch Operator",H,8H
Railroad Conductors and Yardmasters,0.83,534031,8312,8,"Railway Brake, Signal and Switch Operator",H,8H
-,-,534099,8312,8,"Railway Brake, Signal and Switch Operator",-,8-
"Couriers and Messengers, label 1",0.94,435021,8321,8,Motorcycle Drivers,J,8J
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,8321,8,Motorcycle Drivers,H,8H
-,-,533099,8321,8,Motorcycle Drivers,-,8-
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,8322,8,"Car, Taxi and Van Drivers",H,8H
"Ambulance Drivers and Attendants, Excepts Emergency Medical Technicians",0.25,533011,8322,8,"Car, Taxi and Van Drivers",Q,8Q
Driver/Sales Workers,0.98,533031,8322,8,"Car, Taxi and Van Drivers",G,8G
"Light Truck or Delivery Services Drivers, label 1",0.69,533033,8322,8,"Car, Taxi and Van Drivers",H,8H
Taxi Drivers and Chauffeurs,0.89,533041,8322,8,"Car, Taxi and Van Drivers",T,8T
Taxi Drivers and Chauffeurs,0.89,533041,8322,8,"Car, Taxi and Van Drivers",H,8H
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,8331,8,Bus and Tram Drivers,H,8H
"Bus Drivers, Transit and Intercity, label 1",0.67,533021,8331,8,Bus and Tram Drivers,H,8H
"Bus Drivers, School or Special Client",0.89,533022,8331,8,Bus and Tram Drivers,H,8H
Subway and Streetcar Operators,0.86,534041,8331,8,Bus and Tram Drivers,H,8H
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,8332,8,Heavy Truck and Lorry Drivers,H,8H
Heavy and Tractor-Trailer Truck Drivers,0.79,533032,8332,8,Heavy Truck and Lorry Drivers,H,8H
-,-,452091,8341,8,Mobile Farm and Forestry Plant Operators,-,8-
Logging Equipment Operators,0.79,454022,8341,8,Mobile Farm and Forestry Plant Operators,A,8A
"Paving, Surfacing, and Tamping Equipment Operators",0.83,472071,8342,8,Earthmoving and Related Plant Operators,C,8C
Pile-Driver Operators,0.82,472072,8342,8,Earthmoving and Related Plant Operators,C,8C
Operating Engineers and Other Construction Equipment Operators,0.95,472073,8342,8,Earthmoving and Related Plant Operators,C,8C
Dredge Operators,0.92,537031,8342,8,Earthmoving and Related Plant Operators,E,8E
Excavating and Loading Machine and Dragline Operators,0.94,537032,8342,8,Earthmoving and Related Plant Operators,C,8C
Amusement and Recreation Attendants,0.72,393091,8343,8,"Crane, Hoist and Related Operators",R,8R
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,8343,8,"Crane, Hoist and Related Operators",H,8H
Bridge and Lock Tenders,0.97,536011,8343,8,"Crane, Hoist and Related Operators",F,8F
Crane and Tower Operators,0.9,537021,8343,8,"Crane, Hoist and Related Operators",F,8F
Hoist and Winch Operators,0.65,537041,8343,8,"Crane, Hoist and Related Operators",F,8F
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,8344,8,Lifting Truck Operators,H,8H
"Industrial Truck and Tractor Operators, label 1",0.93,537051,8344,8,Lifting Truck Operators,H,8H
Sailors and Marine Oilers,0.83,535011,8350,8,Ships’ Deck Crews and Related Workers,H,8H
"Motorboat Operators, label 1",0.62,535022,8350,8,Ships’ Deck Crews and Related Workers,H,8H
"Maids and Housekeeping Cleaners, label 0",0.69,372012,9111,9,Domestic Helpers Nurse,Q,9Q
"Maids and Housekeeping Cleaners, label 0",0.69,372012,9111,9,Domestic Tutor,P,9P
"Maids and Housekeeping Cleaners, label 0",0.69,372012,9111,9,Domestic Security,O,9O
"Maids and Housekeeping Cleaners, label 0",0.69,372012,9111,9,Domestic Cleaners and Helpers,N,9N
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.66,372011,9112,9,"Cleaners and Helpers in Offices, Hotels and Other Establishments",N,9N
"Maids and Housekeeping Cleaners, label 0",0.69,372012,9112,9,"Cleaners and Helpers in Offices, Hotels and Other Establishments",N,9N
Cleaners of Vehicles and Equipment,0.37,537061,9112,9,"Cleaners and Helpers in Offices, Hotels and Other Establishments",N,9N
"Pressers, Textile, Garment, and Related Materials",0.81,516021,9121,9,Hand Launderers and Pressers,S,9S
Cleaners of Vehicles and Equipment,0.37,537061,9122,9,Vehicle Cleaners,S,9S
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.66,372011,9123,9,Window Cleaners,S,9S
-,-,372019,9129,9,Other Cleaning Workers,-,9-
Septic Tank Servicers and Sewer Pipe Cleaners,0.83,474071,9129,9,Other Cleaning Workers,E,9E
-,-,452092,9211,9,Crop Farm Labourers,-,9-
-,-,452099,9211,9,Crop Farm Labourers,-,9-
-,-,452093,9212,9,Livestock Farm Labourers,-,9-
-,-,452099,9212,9,Livestock Farm Labourers,-,9-
-,-,452092,9213,9,Mixed Crop and Livestock Farm Labourers,-,9-
-,-,452093,9213,9,Mixed Crop and Livestock Farm Labourers,-,9-
-,-,452099,9213,9,Mixed Crop and Livestock Farm Labourers,-,9-
Landscaping and Groundskeeping Workers,0.95,373011,9214,9,Garden and Horticultural Labourers,N,9N
-,-,373019,9214,9,Garden and Horticultural Labourers,-,9-
-,-,452092,9214,9,Garden and Horticultural Labourers,-,9-
Forest and Conservation Workers,0.87,454011,9215,9,Forestry Labourers,A,9A
-,-,454029,9215,9,Forestry Labourers,-,9-
-,-,452093,9216,9,Fishery and Aquaculture Labourers,-,9-
Fishers and Related Fishing Workers,0.83,453011,9216,9,Fishery and Aquaculture Labourers,A,9A
Helpers-Extraction Workers,0.37,475081,9311,9,Mining and Quarrying Labourers,B,9B
-,-,475099,9311,9,Mining and Quarrying Labourers,-,9-
-,-,473019,9312,9,Civil Engineering Labourers,-,9-
Highway Maintenance Workers,0.87,474051,9312,9,Civil Engineering Labourers,F,9F
Rail-Track Laying and Maintenance Equipment Operators,0.89,474061,9312,9,Civil Engineering Labourers,F,9F
Construction Labourer,0.88,472061,9313,9,Building Construction Labourers,F,9F
"Helpers–Brick masons, Block masons, Stonemasons, and Tile and Marble Setters",0.83,473011,9313,9,Building Construction Labourers,F,9F
Helpers–Carpenters,0.92,473012,9313,9,Building Construction Labourers,F,9F
Helpers–Electricians,0.74,473013,9313,9,Building Construction Labourers,D,9D
"Helpers–Painters, Paperhangers, Plasterers, and Stucco Masons",0.94,473014,9313,9,Building Construction Labourers,F,9F
"Helpers-Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.57,473015,9313,9,Building Construction Labourers,F,9F
Helpers–Roofers,0.72,473016,9313,9,Building Construction Labourers,F,9F
-,-,473019,9313,9,Building Construction Labourers,-,9-
"Packers and Packages, Hand",0.38,537064,9321,9,Hand Packers,N,9N
Helpers–Production Workers,0.66,519198,9329,9,Manufacturing Labourers Not Elsewhere Classified,C,9C
-,-,519199,9329,9,Manufacturing Labourers Not Elsewhere Classified,-,9-
"Laborers and Freight, Stock, and Material Movers, Hand",0.85,537062,9329,9,Manufacturing Labourers Not Elsewhere Classified,C,9C
Machine Feeders and Off bearers,0.93,537063,9329,9,Manufacturing Labourers Not Elsewhere Classified,C,9C
"Couriers and Messengers, label 1",0.94,435021,9331,9,Hand and Pedal Vehicle Drivers,H,9H
-,-,536099,9331,9,Hand and Pedal Vehicle Drivers,-,9-
-,-,537199,9331,9,Hand and Pedal Vehicle Drivers,-,9-
-,-,536099,9332,9,Drivers of Animal-drawn Vehicles and Machinery,-,9-
-,-,537199,9332,9,Drivers of Animal-drawn Vehicles and Machinery,-,9-
Aircraft Cargo Handling Supervisors,0.066,531011,9333,9,Freight Handlers,H,9H
"First-Line Supervisors of Helpers, Labourers, and Material Movers, Hand",0.42,531021,9333,9,Freight Handlers,H,9H
"Laborers and Freight, Stock, and Material Movers, Hand",0.85,537062,9333,9,Freight Handlers,H,9H
"Tank Car, Truck, and Ship Loaders",0.72,537121,9333,9,Freight Handlers,H,9H
Stock Clerks and Order Fillers,0.64,435081,9334,9,Shelf Fillers,G,9G
"Cooks, Fast Food, label 1",0.81,352011,9411,9,Fast Food Preparers,I,9I
"Cooks, Short Order",0.94,352015,9411,9,Fast Food Preparers,I,9I
Food Preparation Workers,0.87,352021,9412,9,Kitchen Helpers,I,9I
Dining Room and Cafeteria Attendants and Bartender Helpers,0.91,359011,9412,9,Kitchen Helpers,I,9I
"Dishwashers, label 1",0.77,359021,9412,9,Kitchen Helpers,N,9N
-,-,359099,9412,9,Kitchen Helpers,-,9-
-,-,399099,9510,9,Street and Related Services Workers,-,9-
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.94,419091,9520,9,Street Vendors (excluding Food),G,9G
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,9611,9,Elementary Real Estate,L,9L
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,9611,9,Elementary Finance,K,9K
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,9611,9,Elementary Specialists,M,9M
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.029,531031,9611,9,Garbage and Recycling Collectors,H,9H
Refuse and Recyclable Material Collectors,0.93,537081,9611,9,Garbage and Recycling Collectors,E,9E
Refuse and Recyclable Material Collectors,0.93,537081,9612,9,Refuse Sorters,E,9E
-,-,373019,9613,9,Sweepers and Related Labourers,-,9-
Baggage Porters and Bellhops,0.83,396011,9621,9,"Messengers, Package Deliveries and Luggage Porters",I,9I
"Couriers and Messengers, label 1",0.94,435021,9621,9,"Messengers, Package Deliveries and Luggage Porters",H,9H
-,-,373019,9622,9,Odd-job Persons,-,9-
"Maintenance and Repair Workers, General",0.64,499071,9622,9,Odd-job Persons,S,9S
"Maintenance and Repair Workers, General",0.64,499071,9622,9,Odd-job Persons ,,
"Helpers–Installation, Maintenance, and Repair Workers",0.79,499098,9622,9,Odd-job Persons,S,9S
-,-,499099,9622,9,Odd-job Persons,-,9-
"Meter Readers, Utilities",0.85,435041,9623,9,Meter Readers and Vending-machine Collectors,D,9D
"Coin, Vending, and Amusement Machine Servicers and Repairers",0.94,499091,9623,9,Meter Readers and Vending-machine Collectors,N,9N
"Laborers and Freight, Stock, and Material Movers, Hand",0.85,537062,9624,9,Water and Firewood Collectors,H,9H
Motion Picture Projectionists,0.97,393021,9629,9,Elementary Workers Not Elsewhere Classified,J,9J
"Ushers, Lobby Attendants, and Ticket Takers",0.96,393031,9629,9,Elementary Workers Not Elsewhere Classified,N,9N
Amusement and Recreation Attendants,0.72,393091,9629,9,Elementary Workers Not Elsewhere Classified,R,9R
"Locker Room, Coatroom, and Dressing Room Attendants",0.43,393093,9629,9,Elementary Workers Not Elsewhere Classified,S,9S
"Parking Lot Attendants, label 1",0.87,536021,9629,9,Elementary Workers Not Elsewhere Classified,N,9N
